video_id,channelTitle,title,description,tags,publishedAt,viewCount,likeCount,favouriteCount,commentCount,duration,definition,caption,pushblishDayName,durationSecs,tagCount
Dr2aj85tcUI,StatQuest with Josh Starmer,A Drink From The Well,"Song #73.
Here, take this cup have a drink from the well
Then lend me your ear I’ve a story to tell
Not long ago there was a castle and a prince
And a maiden so fair all surrounded by a fence

Inside those walls the gardens grew lush and green
But the walls themselves were a sight so obscene
A head on each post they were a warning to us all
To keep on our side not to question the wall

A knight from our side saw the maiden from afar
(And) he was drawn to the fence like a moth to a star
So he climbed up the wall and made his way across the lawn
But the prince acted fast and stabbed the knight before the dawn

So look over there, you’ll see his head upon a post
And this is what he said before he gave up the ghost
“Alas, sweet revenge won’t be a story I can tell
but I saw the maiden put poison in the well.”

If you'd like to support StatQuest, please consider...

Buying The StatQuest Illustrated Guide to Machine Learning!!!
PDF - https://statquest.gumroad.com/l/wvtmc
Paperback - https://www.amazon.com/dp/B09ZCKR4H6
Kindle eBook - https://www.amazon.com/dp/B09ZG79HXC

Patreon: https://www.patreon.com/statquest
...or...
YouTube Membership: https://www.youtube.com/channel/UCtYLUTtgS3k1Fg4y5tAhLbw/join

...a cool StatQuest t-shirt or sweatshirt (USA/Europe): https://teespring.com/stores/statquest
(everywhere):
https://www.redbubble.com/people/starmer/works/40421224-statquest-double-bam?asc=u&p=t-shirt

...buying one or two of my songs (or go large and get a whole album!)
https://joshuastarmer.bandcamp.com/

...or just donating to StatQuest!
https://www.paypal.me/statquest

Lastly, if you want to keep up with me as I research and create new StatQuests, follow me on twitter:
https://twitter.com/joshuastarmer","['StatQuest', 'Joshua Starmer', 'Original Song', 'Tenor Guitar']",2019-02-01 17:30:00+00:00,8121.0,238.0,,51.0,PT3M2S,hd,false,Friday,182,4
LsK-xG1cLYA,StatQuest with Josh Starmer,"AdaBoost, Clearly Explained","AdaBoost is one of those machine learning methods that seems so much more confusing than it really is. It's really just a simple twist on decision trees and random forests.

NOTE: This video assumes you already know about Decision Trees...
https://youtu.be/_L39rN6gz7Y
...and Random Forests....
https://youtu.be/J4Wdy0Wc_xQ

For a complete index of all the StatQuest videos, check out:
https://statquest.org/video-index/

Sources:
The original AdaBoost paper by Robert E. Schapire and Yoav Freund
https://www.sciencedirect.com/science/article/pii/S002200009791504X

And a follow up by co-created Schapire:
http://rob.schapire.net/papers/explaining-adaboost.pdf

The idea of using the weights to resample the original dataset comes from Boosting Foundations and Algorithms, by Robert E. Schapire and Yoav Freund
https://mitpress.mit.edu/books/boosting

Lastly, Chris McCormick's tutorial was super helpful:
http://mccormickml.com/2013/12/13/adaboost-tutorial/

If you'd like to support StatQuest, please consider...

Buying The StatQuest Illustrated Guide to Machine Learning!!!
PDF - https://statquest.gumroad.com/l/wvtmc
Paperback - https://www.amazon.com/dp/B09ZCKR4H6
Kindle eBook - https://www.amazon.com/dp/B09ZG79HXC

Patreon: https://www.patreon.com/statquest
...or...
YouTube Membership: https://www.youtube.com/channel/UCtYLUTtgS3k1Fg4y5tAhLbw/join

...a cool StatQuest t-shirt or sweatshirt: 
https://shop.spreadshirt.com/statquest-with-josh-starmer/

...buying one or two of my songs (or go large and get a whole album!)
https://joshuastarmer.bandcamp.com/

...or just donating to StatQuest!
https://www.paypal.me/statquest

Lastly, if you want to keep up with me as I research and create new StatQuests, follow me on twitter:
https://twitter.com/joshuastarmer

0:00 Awesome song and introduction
0:56 The three main ideas behind AdaBoost
3:30 Review of the three main ideas
3:58 Building a stump with the GINI index
6:27 Determining the Amount of Say for a stump
10:45 Updating sample weights
14:47 Normalizing the sample weights
15:32 Using the normalized weights to make the second stump
19:06 Using stumps to make classifications
19:51 Review of the three main ideas behind AdaBoost

Correction:
10:18. The Amount of Say for Chest Pain = (1/2)*log((1-(3/8))/(3/8)) = 1/2*log(5/8/3/8) = 1/2*log(5/3) = 0.25, not 0.42.

#statquest #adaboost","['StatQuest', 'Josh Starmer', 'AdaBoost', 'Tree', 'Decision Tree', 'Stump', 'Random Forest', 'Machine Learning', 'Statistics', 'Data Mining']",2019-01-14 20:00:04+00:00,654188.0,13758.0,,1661.0,PT20M54S,hd,false,Monday,1254,10
CqLGvwi-5Pc,StatQuest with Josh Starmer,"Design Matrices For Linear Models, Clearly Explained!!!","In order to use general linear models (GLMs) you need to create design matrices. At first, these can seem intimidating, but this StatQuest puts together a bunch of examples and illustrates them all so that they are clearly explained. The examples in this video are worked out in R in this video: https://youtu.be/Hrr2anyK_5s

For a complete index of all the StatQuest videos, check out:
https://statquest.org/video-index/

If you'd like to support StatQuest, please consider...

Patreon: https://www.patreon.com/statquest
...or...
YouTube Membership: https://www.youtube.com/channel/UCtYLUTtgS3k1Fg4y5tAhLbw/join

...buy my book, a study guide, a t-shirt or hoodie, or a song from the StatQuest store...
https://statquest.org/statquest-store/

...or just donating to StatQuest!
https://www.paypal.me/statquest

Lastly, if you want to keep up with me as I research and create new StatQuests, follow me on twitter:
https://twitter.com/joshuastarmer

#statquest #glm #statistics","['StatQuest', 'Joshua Starmer', 'GLM', 'General Linear Models', 'Design Matrices', 'Statistics', 'Clearly Explained']",2019-01-08 02:00:00+00:00,114969.0,1927.0,,183.0,PT14M40S,hd,false,Tuesday,880,7
F7Gqjbg3bWI,StatQuest with Josh Starmer,Wildest Dreams,"Here's song #72, and the end of another year of songs. Although I write all of the other songs during the year, the last one is always written by someone else. Often the last song is a comical one, but this year I thought I'd keep it simple. I picked a Taylor Swift song because, believe it or not, I saw her perform twice over the summer. Once in Denver, Colorado and once in Atlanta Georgia. Both concerts were a lot of fun. Sort of like a Broadway Musical and a Three Ring Circus all wrapped up into one big bonanza.

If you'd like to support StatQuest, please consider...

Buying The StatQuest Illustrated Guide to Machine Learning!!!
PDF - https://statquest.gumroad.com/l/wvtmc
Paperback - https://www.amazon.com/dp/B09ZCKR4H6
Kindle eBook - https://www.amazon.com/dp/B09ZG79HXC

Patreon: https://www.patreon.com/statquest
...or...
YouTube Membership: https://www.youtube.com/channel/UCtYLUTtgS3k1Fg4y5tAhLbw/join

...a cool StatQuest t-shirt or sweatshirt (USA/Europe): https://teespring.com/stores/statquest
(everywhere):
https://www.redbubble.com/people/starmer/works/40421224-statquest-double-bam?asc=u&p=t-shirt

...buying one or two of my songs (or go large and get a whole album!)
https://joshuastarmer.bandcamp.com/

...or just donating to StatQuest!
https://www.paypal.me/statquest

Lastly, if you want to keep up with me as I research and create new StatQuests, follow me on twitter:
https://twitter.com/joshuastarmer","['StatQuest', 'Joshua Starmer', 'Taylor Swift', 'Wildest Dreams', 'Max Martin', 'Johan Shellback']",2018-12-31 14:00:04+00:00,7170.0,279.0,,85.0,PT4M3S,hd,false,Monday,243,6
qcvAqAH60Yw,StatQuest with Josh Starmer,ROC and AUC in R,"This tutorial walks you through, step-by-step, how to draw ROC curves and calculate AUC in R. We start with basic ROC graph, learn how to extract thresholds for decision making, calculate AUC and partial AUC and how to layer multiple ROC curves on the same graph.

You can get a copy of the code from the StatQuest GitHub, here:
https://github.com/StatQuest/roc_and_auc_demo/blob/master/roc_and_auc_demo.R

NOTE: This StatQuest builds on the example in the original ROC and AUC StatQuest:
https://youtu.be/xugjARegisk

Also, if you're curious, here are some links to StatQuests about...
...Logistic Regression
https://youtu.be/yIYKR4sgzI8

...and Random Forests...
https://youtu.be/J4Wdy0Wc_xQ

For a complete index of all the StatQuest videos, check out:
https://statquest.org/video-index/

If you'd like to support StatQuest, please consider...

Buying The StatQuest Illustrated Guide to Machine Learning!!!
PDF - https://statquest.gumroad.com/l/wvtmc
Paperback - https://www.amazon.com/dp/B09ZCKR4H6
Kindle eBook - https://www.amazon.com/dp/B09ZG79HXC

Patreon: https://www.patreon.com/statquest
...or...
YouTube Membership: https://www.youtube.com/channel/UCtYLUTtgS3k1Fg4y5tAhLbw/join

...a cool StatQuest t-shirt or sweatshirt: 
https://shop.spreadshirt.com/statquest-with-josh-starmer/
...buying one or two of my songs (or go large and get a whole album!)
https://joshuastarmer.bandcamp.com/

...or just donating to StatQuest!
https://www.paypal.me/statquest

Lastly, if you want to keep up with me as I research and create new StatQuests, follow me on twitter:
https://twitter.com/joshuastarmer

#statquest #ROC #AUC","['StatQuest', 'Josh Starmer', 'ROC', 'AUC', 'Statistics', 'Machine Learning', 'R Programming']",2018-12-18 00:00:03+00:00,230041.0,3253.0,,349.0,PT15M13S,hd,false,Tuesday,913,7
Rvm1aMwcraY,StatQuest with Josh Starmer,Christmas Morning,"Here's song #71. Every year I write and record a new holiday themed song in November (to be released at the start of December), but this year I wondered, ""do I really need to write another holiday song?"". I wasn't feeling it. However, one morning while I was making breakfast this song just came out of nowhere. 30 minutes later, I had the whole thing worked out (on paper - at least - recording took a little longer...)

If you'd like to support StatQuest, please consider...

Buying The StatQuest Illustrated Guide to Machine Learning!!!
PDF - https://statquest.gumroad.com/l/wvtmc
Paperback - https://www.amazon.com/dp/B09ZCKR4H6
Kindle eBook - https://www.amazon.com/dp/B09ZG79HXC

Patreon: https://www.patreon.com/statquest
...or...
YouTube Membership: https://www.youtube.com/channel/UCtYLUTtgS3k1Fg4y5tAhLbw/join

...a cool StatQuest t-shirt or sweatshirt (USA/Europe): https://teespring.com/stores/statquest
(everywhere):
https://www.redbubble.com/people/starmer/works/40421224-statquest-double-bam?asc=u&p=t-shirt

...buying one or two of my songs (or go large and get a whole album!)
https://joshuastarmer.bandcamp.com/

...or just donating to StatQuest!
https://www.paypal.me/statquest

Lastly, if you want to keep up with me as I research and create new StatQuests, follow me on twitter:
https://twitter.com/joshuastarmer","['Joshua Starmer', 'StatQuest', 'Original Song']",2018-12-01 17:30:00+00:00,4590.0,157.0,,39.0,PT3M46S,hd,false,Saturday,226,3
Gv9_4yMHFhI,StatQuest with Josh Starmer,A Gentle Introduction to Machine Learning,"Machine Learning is one of those things that is chock full of hype and confusion terminology. In this StatQuest, we cut through all of that to get at the most basic ideas that make a foundation for the whole thing. These ideas are simple and easy to understand. After watching this StatQuest, you'll be ready to learn all kinds of new and exciting things about Machine Learning.

If you're interested in learning more about SoSA, here's the link: http://thesosa.org/

Here's the link to the video about the bias/variance tradeoff:
https://youtu.be/EuBBz3bI-aA

Here's the link to the video about cross-validation, aka the way to determine which samples go into your training set and which samples go into your testing set: https://youtu.be/fSytzGwwBVw

For a complete index of all the StatQuest videos, check out:
https://statquest.org/video-index/

If you'd like to support StatQuest, please consider...

Buying The StatQuest Illustrated Guide to Machine Learning!!!
PDF - https://statquest.gumroad.com/l/wvtmc
Paperback - https://www.amazon.com/dp/B09ZCKR4H6
Kindle eBook - https://www.amazon.com/dp/B09ZG79HXC

Patreon: https://www.patreon.com/statquest
...or...
YouTube Membership: https://www.youtube.com/channel/UCtYLUTtgS3k1Fg4y5tAhLbw/join

...a cool StatQuest t-shirt or sweatshirt: 
https://shop.spreadshirt.com/statquest-with-josh-starmer/

...buying one or two of my songs (or go large and get a whole album!)
https://joshuastarmer.bandcamp.com/

...or just donating to StatQuest!
https://www.paypal.me/statquest

Lastly, if you want to keep up with me as I research and create new StatQuests, follow me on twitter:
https://twitter.com/joshuastarmer

0:00 Awesome song and introduction
0:35 A silly example of classification
2:24 A silly example of regression
3:37 The Bias/Variance Tradeoff
8:15 Fancy machine learning
8:56 Evaluating the performances of a decision tree
11:12 Summary of concepts and main ideas


#statquest #ML","['Josh Starmer', 'StatQuest', 'Machine Learning', 'Statistics', 'Linear Regression', 'Decision Tree', 'Introduction']",2018-11-26 17:00:01+00:00,836990.0,13733.0,,792.0,PT12M45S,hd,true,Monday,765,7
hRdBqO4FFDs,StatQuest with Josh Starmer,You Mean So Much,"Here's song #70! It's on the quiet side of things, so crank up the volume for the full effect.

If you'd like to support StatQuest, please consider...

Buying The StatQuest Illustrated Guide to Machine Learning!!!
PDF - https://statquest.gumroad.com/l/wvtmc
Paperback - https://www.amazon.com/dp/B09ZCKR4H6
Kindle eBook - https://www.amazon.com/dp/B09ZG79HXC

Patreon: https://www.patreon.com/statquest
...or...
YouTube Membership: https://www.youtube.com/channel/UCtYLUTtgS3k1Fg4y5tAhLbw/join

...a cool StatQuest t-shirt or sweatshirt (USA/Europe): https://teespring.com/stores/statquest
(everywhere):
https://www.redbubble.com/people/starmer/works/40421224-statquest-double-bam?asc=u&p=t-shirt

...buying one or two of my songs (or go large and get a whole album!)
https://joshuastarmer.bandcamp.com/

...or just donating to StatQuest!
https://www.paypal.me/statquest

Lastly, if you want to keep up with me as I research and create new StatQuests, follow me on twitter:
https://twitter.com/joshuastarmer","['Joshua Starmer', 'StatQuest', 'Original Song']",2018-10-31 04:00:03+00:00,6709.0,145.0,,40.0,PT2M50S,hd,false,Wednesday,170,3
Kdsp6soqA7o,StatQuest with Josh Starmer,Machine Learning Fundamentals: The Confusion Matrix,"One of the fundamental concepts in machine learning is the Confusion Matrix. Combined with Cross Validation, it's how we decide which machine learning method would be best for our dataset. Check out the video to find out how!

NOTE: This video illustrates the confusion matrix concept as described in the Introduction to Statistical Learning, page 145.

For a complete index of all the StatQuest videos, check out:
https://statquest.org/video-index/

If you're not already familiar with cross validation, check out the Quest: https://youtu.be/fSytzGwwBVw

If you'd like to support StatQuest, please consider...

Buying The StatQuest Illustrated Guide to Machine Learning!!!
PDF - https://statquest.gumroad.com/l/wvtmc
Paperback - https://www.amazon.com/dp/B09ZCKR4H6
Kindle eBook - https://www.amazon.com/dp/B09ZG79HXC

Patreon: https://www.patreon.com/statquest
...or...
YouTube Membership: https://www.youtube.com/channel/UCtYLUTtgS3k1Fg4y5tAhLbw/join

...a cool StatQuest t-shirt or sweatshirt: 
https://shop.spreadshirt.com/statquest-with-josh-starmer/

...buying one or two of my songs (or go large and get a whole album!)
https://joshuastarmer.bandcamp.com/

...or just donating to StatQuest!
https://www.paypal.me/statquest

Lastly, if you want to keep up with me as I research and create new StatQuests, follow me on twitter:
https://twitter.com/joshuastarmer

Lastly, a big thanks goes to Cesar Diniz for the Portuguese subtitles.

0:00 Awesome song and introduction
0:24 Motivation for confusion matrices
1:38 Definition of confusion matrix and related terminology
2:44 Confusion matrix example
3:41 Comparing confusion matrices
4:47 A 3x3 confusion matrix.
6:20 Large confusion matrices
6:38 Summary of concepts and main ideas

#statquest #confusionmatrix #ML","['Josh Starmer', 'StatQuest', 'Statistics', 'Machine Learning', 'Cross Validation', 'Confusion Matrix']",2018-10-29 14:00:01+00:00,570839.0,13641.0,,629.0,PT7M13S,hd,true,Monday,433,6
ctmNq7FgbvI,StatQuest with Josh Starmer,"Ridge, Lasso and Elastic-Net Regression in R","The code in this video can be found on the StatQuest GitHub:
https://github.com/StatQuest/ridge_lasso_elastic_net_demo/blob/master/ridge_lass_elastic_net_demo.R

This video is assumes you already know about Ridge, Lasso and Elastic-Net Regression, if not, here are the links to the Quests...
https://youtu.be/1dKRdX9bfIo
https://youtu.be/NGf0voTMlcs
https://youtu.be/Q81RR3yKn30

For a complete index of all the StatQuest videos, check out:
https://statquest.org/video-index/

If you'd like to support StatQuest, please consider...

Buying The StatQuest Illustrated Guide to Machine Learning!!!
PDF - https://statquest.gumroad.com/l/wvtmc
Paperback - https://www.amazon.com/dp/B09ZCKR4H6
Kindle eBook - https://www.amazon.com/dp/B09ZG79HXC

Patreon: https://www.patreon.com/statquest
...or...
YouTube Membership: https://www.youtube.com/channel/UCtYLUTtgS3k1Fg4y5tAhLbw/join

...a cool StatQuest t-shirt or sweatshirt: 
https://shop.spreadshirt.com/statquest-with-josh-starmer/

...buying one or two of my songs (or go large and get a whole album!)
https://joshuastarmer.bandcamp.com/

...or just donating to StatQuest!
https://www.paypal.me/statquest

Lastly, if you want to keep up with me as I research and create new StatQuests, follow me on twitter:
https://twitter.com/joshuastarmer

#statquest #regularization","['Joshua Starmer', 'StatQuest', 'Regularization', 'Lasso Regression', 'Ridge Regression', 'Elastic-net Regression', 'Linear Regression', 'Logistic Regression', 'Data Mining', 'Machine Learning', 'Shrinkage', 'Statistics', 'Data Science']",2018-10-23 13:30:00+00:00,115482.0,2054.0,,279.0,PT17M51S,hd,false,Tuesday,1071,13
1dKRdX9bfIo,StatQuest with Josh Starmer,Regularization Part 3: Elastic Net Regression,"Elastic-Net Regression is combines Lasso Regression with Ridge Regression to give you the best of both worlds. It works well when there are lots of useless variables that need to be removed from the equation and it works well when there are lots of useful variables that need to be retained. And it does better than either one when it comes to handling correlated variables. Dang!!!!

NOTE: This StatQuest follows up on the the StatQuest on Ridge Regression...
https://youtu.be/Q81RR3yKn30
...and the StatQuest on Lasso Regression....
https://youtu.be/NGf0voTMlcs

For a complete index of all the StatQuest videos, check out:
https://statquest.org/video-index/

Also, here are some references that helped me put this video together:
The original manuscript on Elastic-Net Regression: https://web.stanford.edu/~hastie/Papers/B67.2%20%282005%29%20301-320%20Zou%20&%20Hastie.pdf

A webpage at North Carolina State University that shows different situations for Ridge, Lasso and Elastic-Net Regression: https://www4.stat.ncsu.edu/~post/josh/LASSO_Ridge_Elastic_Net_-_Examples.html

If you'd like to support StatQuest, please consider...

Buying The StatQuest Illustrated Guide to Machine Learning!!!
PDF - https://statquest.gumroad.com/l/wvtmc
Paperback - https://www.amazon.com/dp/B09ZCKR4H6
Kindle eBook - https://www.amazon.com/dp/B09ZG79HXC

Patreon: https://www.patreon.com/statquest
...or...
YouTube Membership: https://www.youtube.com/channel/UCtYLUTtgS3k1Fg4y5tAhLbw/join

...a cool StatQuest t-shirt or sweatshirt: 
https://shop.spreadshirt.com/statquest-with-josh-starmer/

...buying one or two of my songs (or go large and get a whole album!)
https://joshuastarmer.bandcamp.com/

...or just donating to StatQuest!
https://www.paypal.me/statquest

Lastly, if you want to keep up with me as I research and create new StatQuests, follow me on twitter:
https://twitter.com/joshuastarmer

#statquest #regularization","['Joshua Starmer', 'StatQuest', 'Regularization', 'Machine Learning', 'Elastic-net', 'Lasso', 'Ridge', 'Regression', 'Shrinkage']",2018-10-08 13:06:13+00:00,180936.0,4081.0,,325.0,PT5M19S,hd,false,Monday,319,9
NGf0voTMlcs,StatQuest with Josh Starmer,Regularization Part 2: Lasso (L1) Regression,"Lasso Regression is super similar to Ridge Regression, but there is one big, huge difference between the two. In this video, I start by talking about all of the similarities, and then show you the cool thing that Lasso Regression can do that Ridge Regression can't.

NOTE: This StatQuest follows up on the the StatQuest on Ridge Regression:
https://youtu.be/Q81RR3yKn30

For a complete index of all the StatQuest videos, check out:
https://statquest.org/video-index/

If you'd like to support StatQuest, please consider...

Buying The StatQuest Illustrated Guide to Machine Learning!!!
PDF - https://statquest.gumroad.com/l/wvtmc
Paperback - https://www.amazon.com/dp/B09ZCKR4H6
Kindle eBook - https://www.amazon.com/dp/B09ZG79HXC

Patreon: https://www.patreon.com/statquest
...or...
YouTube Membership: https://www.youtube.com/channel/UCtYLUTtgS3k1Fg4y5tAhLbw/join

...a cool StatQuest t-shirt or sweatshirt: 
https://shop.spreadshirt.com/statquest-with-josh-starmer/

...buying one or two of my songs (or go large and get a whole album!)
https://joshuastarmer.bandcamp.com/

...or just donating to StatQuest!
https://www.paypal.me/statquest

Lastly, if you want to keep up with me as I research and create new StatQuests, follow me on twitter:
https://twitter.com/joshuastarmer

#statquest #regularization","['Joshua Starmer', 'StatQuest', 'Linear Models', 'Machine Learning', 'Regularization', 'Lasso Regression', 'Bias', 'Variance', 'Bias variance tradeoff', 'Statistics', 'Data Mining', 'Data Science']",2018-10-01 13:20:40+00:00,498989.0,9721.0,,625.0,PT8M19S,hd,false,Monday,499,12
G9POY1cHn50,StatQuest with Josh Starmer,Little Red Fiat,"Here's song #69!!! It's my birthday present for my older sister. She used to have an old (70s) little red Fiat Spider, a convertible. In the mornings, she'd drive me to the bus stop and I'd stick my head out into the wind and comb my hair. In the afternoons we used it to do our paper routes. When it rained, the roof leaked, but it was still the best car ever.

If you'd like to support StatQuest, please consider...

Buying The StatQuest Illustrated Guide to Machine Learning!!!
PDF - https://statquest.gumroad.com/l/wvtmc
Paperback - https://www.amazon.com/dp/B09ZCKR4H6
Kindle eBook - https://www.amazon.com/dp/B09ZG79HXC

Patreon: https://www.patreon.com/statquest
...or...
YouTube Membership: https://www.youtube.com/channel/UCtYLUTtgS3k1Fg4y5tAhLbw/join

...a cool StatQuest t-shirt or sweatshirt (USA/Europe): https://teespring.com/stores/statquest
(everywhere):
https://www.redbubble.com/people/starmer/works/40421224-statquest-double-bam?asc=u&p=t-shirt

...buying one or two of my songs (or go large and get a whole album!)
https://joshuastarmer.bandcamp.com/

...or just donating to StatQuest!
https://www.paypal.me/statquest

Lastly, if you want to keep up with me as I research and create new StatQuests, follow me on twitter:
https://twitter.com/joshuastarmer","['Joshua Starmer', 'StatQuest', 'Fiat Spider', 'Convertible', 'Original Song', 'Fiat']",2018-10-01 01:02:41+00:00,4331.0,121.0,,24.0,PT3M35S,hd,false,Monday,215,6
Q81RR3yKn30,StatQuest with Josh Starmer,Regularization Part 1: Ridge (L2) Regression,"Ridge Regression is a neat little way to ensure you don't overfit your training data - essentially, you are desensitizing your model to the training data. It can also help you solve unsolvable equations, and if that isn't bad to the bone, I don't know what is.

This StatQuest follows up on the StatQuests on:
Bias and Variance
https://youtu.be/EuBBz3bI-aA

Linear Models Part 1: Linear Regression
https://youtu.be/nk2CQITm_eo

Linear Models Part 1.5: Multiple Regression
https://youtu.be/zITIFTsivN8

Linear Models Part 2: t-Tests and ANOVA
https://youtu.be/NF5_btOaCig

Linear Models Part 3: Design Matrices
https://youtu.be/2UYx-qjJGSs

Cross Validation:
https://youtu.be/fSytzGwwBVw

For a complete index of all the StatQuest videos, check out:
https://statquest.org/video-index/

If you'd like to support StatQuest, please consider...

Buying The StatQuest Illustrated Guide to Machine Learning!!!
PDF - https://statquest.gumroad.com/l/wvtmc
Paperback - https://www.amazon.com/dp/B09ZCKR4H6
Kindle eBook - https://www.amazon.com/dp/B09ZG79HXC

Patreon: https://www.patreon.com/statquest
...or...
YouTube Membership: https://www.youtube.com/channel/UCtYLUTtgS3k1Fg4y5tAhLbw/join

...a cool StatQuest t-shirt or sweatshirt: 
https://shop.spreadshirt.com/statquest-with-josh-starmer/
...buying one or two of my songs (or go large and get a whole album!)
https://joshuastarmer.bandcamp.com/

...or just donating to StatQuest!
https://www.paypal.me/statquest

Lastly, if you want to keep up with me as I research and create new StatQuests, follow me on twitter:
https://twitter.com/joshuastarmer

0:00 Awesome song and introduction
1:25 Ridge Regression main ideas
4:15 Ridge Regression details
10:21 Ridge Regression for discrete variables
13:24 Ridge Regression for Logistic Regression
14:12 Ridge Regression for fancy models
15:34 Ridge Regression when you don't have much data
19:15 Summary of concepts

Correction:
13:39 I meant to say ""Negative Log-Likelihood"" instead of ""Likelihood"". 

#statquest #regularization","['Joshua Starmer', 'StatQuest', 'Linear Models', 'Machine Learning', 'Regularization', 'Ridge Regression', 'Bias', 'Variance', 'Bias variance tradeoff', 'Statistics', 'Data Mining', 'Data Science']",2018-09-24 16:59:00+00:00,939000.0,17290.0,,1411.0,PT20M27S,hd,false,Monday,1227,12
EuBBz3bI-aA,StatQuest with Josh Starmer,Machine Learning Fundamentals: Bias and Variance,"Bias and Variance are two fundamental concepts for Machine Learning, and their intuition is just a little different from what you might have learned in your statistics class. Here I go through two examples that make these concepts super easy to understand.

For a complete index of all the StatQuest videos, check out:
https://statquest.org/video-index/

If you'd like to support StatQuest, please consider...

Buying The StatQuest Illustrated Guide to Machine Learning!!!
PDF - https://statquest.gumroad.com/l/wvtmc
Paperback - https://www.amazon.com/dp/B09ZCKR4H6
Kindle eBook - https://www.amazon.com/dp/B09ZG79HXC

Patreon: https://www.patreon.com/statquest
...or...
YouTube Membership: https://www.youtube.com/channel/UCtYLUTtgS3k1Fg4y5tAhLbw/join

...a cool StatQuest t-shirt or sweatshirt: 
https://shop.spreadshirt.com/statquest-with-josh-starmer/

...buying one or two of my songs (or go large and get a whole album!)
https://joshuastarmer.bandcamp.com/

...or just donating to StatQuest!
https://www.paypal.me/statquest

Lastly, if you want to keep up with me as I research and create new StatQuests, follow me on twitter:
https://twitter.com/joshuastarmer

0:00 Awesome song and introduction
0:29 The data and the ""true"" model
1:23 Splitting the data into training and testing sets
1:40 Least Regression fit to the training data
2:16 Definition of Bias
2:33 Squiggly Line fit to the training data
3:40 Model performance with the testing dataset
4:06 Definition of Variance
5:10 Definition of Overfit

Correction:
4:06 I say that the difference in fits between the training dataset and the testing dataset is called Variance. However, I should have said that the difference is a _consequence_ of variance. Technically, variance refers to the amount by which the predictions would change if we fit the model to a different training data set.

#statquest #biasvariance #ML","['Joshua Starmer', 'StatQuest', 'Machine Learning', 'Bias', 'Variance', 'Statistics', 'Data Mining', 'Clearly Explained', 'Data Science']",2018-09-17 16:00:42+00:00,1128495.0,32282.0,,1339.0,PT6M36S,hd,true,Monday,396,9
Dn6b9fCIUpM,StatQuest with Josh Starmer,"Maximum Likelihood For the Normal Distribution, step-by-step!!!","Calculating the maximum likelihood estimates for the normal distribution shows you why we use the mean and standard deviation define the shape of the curve.
NOTE: This is another follow up to the StatQuests on Probability vs Likelihood
https://youtu.be/pYxNSUDSFH4 and Maximum Likelihood: https://youtu.be/XepXtl9YKwc 
Viewers asked for worked out examples, and this one is super mathy, but I just couldn't say ""no""!

For a complete index of all the StatQuest videos, check out:
https://statquest.org/video-index/

If you'd like to support StatQuest, please consider...

Buying The StatQuest Illustrated Guide to Machine Learning!!!
PDF - https://statquest.gumroad.com/l/wvtmc
Paperback - https://www.amazon.com/dp/B09ZCKR4H6
Kindle eBook - https://www.amazon.com/dp/B09ZG79HXC

Patreon: https://www.patreon.com/statquest
...or...
YouTube Membership: https://www.youtube.com/channel/UCtYLUTtgS3k1Fg4y5tAhLbw/join

...a cool StatQuest t-shirt or sweatshirt: 
https://shop.spreadshirt.com/statquest-with-josh-starmer/

...buying one or two of my songs (or go large and get a whole album!)
https://joshuastarmer.bandcamp.com/

...or just donating to StatQuest!
https://www.paypal.me/statquest

Lastly, if you want to keep up with me as I research and create new StatQuests, follow me on twitter:
https://twitter.com/joshuastarmer

0:00 Awesome song and introduction
0:45 Overview of the normal distribution equation
1:41 Example with one data point
5:38 Example with two data points
7:35 Example in 'n' data points
8:08 Solving for the MLEs for mu and sigma
18:54 Review of concepts

Correction:
2:39 I said likelihood=0.03 for mu=30, but mu=28 is in the equation.

#statquest #MLE #statistics","['Joshua Starmer', 'StatQuest', 'Maximum Likelihood', 'MLE', 'Normal Distribution', 'Example', 'Worked Out', 'Clearly Explained', 'Step-by-step', 'Statistics', 'Machine Learning', 'Data Mining']",2018-09-10 15:00:12+00:00,496346.0,13772.0,,1312.0,PT19M50S,hd,true,Monday,1190,12
